234,Machine Learning,4,Devops,584,50,1158
235,Machine Learning,4,Machine Learning,528,45,1158
236,Machine Learning,4,Hive,526,45,1158
237,Machine Learning,4,Spark,382,32,1158
238,Machine Learning,4,Pig,356,30,1158
239,Machine Learning,4,Azure,290,25,1158
240,Machine Learning,4,Tensorflow,286,24,1158
241,Machine Learning,5,Model Building,163,67,242
242,Machine Learning,5,Pipelines,162,66,242
243,Machine Learning,5,Python,162,66,242
244,Machine Learning,5,Devops,147,60,242
245,Machine Learning,5,AWS,136,56,242
246,Machine Learning,5,ETL,130,53,242
247,Machine Learning,5,Spark,80,33,242
248,Machine Learning,5,SAS,80,33,242
249,Machine Learning,5,Azure,68,28,242
250,Machine Learning,5,Tensorflow,68,28,242
